id,title,type,genres,averageRating,numVotes,releaseYear,
tt0043338,Ace in the Hole,movie,"Drama, Film-Noir",8.1,40025,1951,
tt0028950,The Grand Illusion,movie,"Drama, War",8.1,39574,1937,
tt4934950,Talvar,movie,"Crime, Drama, Mystery",8.1,39141,2015,
tt2187153,Thuppakki,movie,"Action, Thriller",8.1,39033,2012,
tt0077711,Autumn Sonata,movie,"Drama, Music",8.1,38977,1978,
tt4573394,Endless Corridor,movie,"Documentary, History",8.1,38303,2014,
tt10324144,Article 15,movie,"Crime, Drama, Mystery",8.1,37743,2019,
tt0048021,Rififi,movie,"Crime, Drama, Thriller",8.1,37410,1955,
tt0018773,The Circus,movie,"Comedy, Family, Romance",8.1,36686,1928,
tt0375611,Black,movie,Drama,8.1,36612,2005,
tt0042041,White Heat,movie,"Action, Crime, Drama",8.1,36581,1949,
tt8108268,The Tashkent Files,movie,"Drama, Mystery, Thriller",8.1,36261,2019,
tt0101640,Raise the Red Lantern,movie,"Drama, Romance",8.1,35965,1991,
tt0066763,Anand,movie,"Drama, Musical",8.1,35902,1971,
tt14152756,Seaspiracy,movie,"Adventure, Documentary",8.1,34614,2021,
tt0106332,Farewell My Concubine,movie,"Drama, Music, Romance",8.1,34192,1993,
tt0053946,Inherit the Wind,movie,"Biography, Drama, History",8.1,33495,1960,
tt0097223,Time of the Gypsies,movie,"Comedy, Crime, Drama",8.1,33148,1988,
tt9851854,Major,movie,"Action, Biography, Drama",8.1,32975,2022,
tt4635372,Masaan,movie,Drama,8.1,32259,2015,
tt0065234,Z,movie,"Crime, Drama, Thriller",8.1,32013,1969,
tt3801314,Kaththi,movie,"Action, Drama",8.1,31158,2014,
tt0244316,Yi Yi,movie,"Drama, Romance",8.1,29478,2000,
tt0263438,Everything's Gonna Be Great,movie,"Comedy, Drama",8.1,28357,1998,
tt0091288,Jean de Florette,movie,"Comedy, Drama",8.1,28002,1986,
tt8760684,Apollo 11,movie,"Documentary, History",8.1,27624,2019,
tt0200087,Sarfarosh,movie,"Action, Crime, Drama",8.1,27542,1999,
tt0064040,Army of Shadows,movie,"Drama, War",8.1,26868,1969,
tt3302820,Cowspiracy: The Sustainability Secret,movie,Documentary,8.1,26854,2014,
tt0095467,A Short Film About Love,movie,"Drama, Romance",8.1,26705,1988,
tt0055601,Viridiana,movie,Drama,8.1,26597,1961,
tt0046478,Ugetsu,movie,"Drama, Fantasy, War",8.1,26511,1953,
tt0044008,A Christmas Carol,movie,"Drama, Family, Fantasy",8.1,26069,1951,
tt0428870,A Moment to Remember,movie,"Drama, Romance",8.1,26034,2004,
tt0351817,The Twilight Samurai,movie,"Drama, Romance",8.1,25980,2002,
tt0317910,The Fog of War,movie,"Biography, Documentary, History",8.1,25348,2003,
tt0104561,Jo Jeeta Wohi Sikandar,movie,"Comedy, Drama, Romance",8.1,24639,1992,
tt2659414,Miracle in Cell No. 7,movie,"Comedy, Drama",8.1,24603,2013,
tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,movie,Documentary,8.1,24014,1991,
tt0014429,Safety Last!,movie,"Action, Comedy, Thriller",8.1,23473,1923,
tt0425333,Pardon,movie,"Comedy, Drama",8.1,23450,2005,
tt7286916,The Dawn Wall,movie,"Biography, Documentary, Sport",8.1,21527,2017,
tt0056241,The Miracle Worker,movie,"Biography, Drama",8.1,20954,1962,
tt0077838,The Last Waltz,movie,"Biography, Documentary, Music",8.1,20660,1978,
tt0128332,Innocence,movie,Drama,8.1,20575,1997,
tt0093342,Where Is the Friend's House?,movie,"Drama, Family",8.1,19842,1987,
tt1781069,Zeitgeist: Moving Forward,movie,Documentary,8.1,18797,2011,
tt8144834,Section 375,movie,"Crime, Drama, Mystery",8.1,18747,2019,
tt0066580,Woodstock,movie,"Documentary, History, Music",8.1,18744,1970,
tt0191043,The Color of Paradise,movie,"Drama, Family",8.1,18488,1999,
tt0453729,Iqbal,movie,"Drama, Sport",8.1,17900,2005,
tt0041452,The Heiress,movie,"Drama, Romance",8.1,17743,1949,
tt0319736,The Legend of Bhagat Singh,movie,"Action, Biography, Drama",8.1,17545,2002,
tt0016847,Faust,movie,"Drama, Fantasy, Horror",8.1,17078,1926,
tt11375428,Hridayam,movie,"Drama, Musical, Romance",8.1,16894,2022,
tt0076085,A Special Day,movie,Drama,8.1,16514,1977,
tt19853258,Still: A Michael J. Fox movie,movie,"Biography, Documentary",8.1,16217,2023,
tt4432480,RangiTaranga,movie,"Mystery, Thriller",8.1,15442,2015,
tt0116630,Indian,movie,"Action, Drama, Thriller",8.1,15191,1996,
tt0105271,Roja,movie,"Drama, Romance, Thriller",8.1,14014,1992,
tt0112553,Bombay,movie,"Drama, Romance",8.1,13928,1995,
tt10706602,Collective,movie,"Crime, Documentary",8.1,13680,2019,
tt1634013,Montevideo: Taste of a Dream,movie,"Adventure, Comedy, Drama",8.1,13179,2010,
tt1113829,George Harrison: Living in the Material World,movie,"Biography, Documentary, Music",8.1,12810,2011,
tt3455224,Virunga,movie,"Documentary, War",8.1,12384,2014,
tt0330243,Day of the Wacko,movie,"Comedy, Drama, Romance",8.1,12215,2002,
tt0036506,Day of Wrath,movie,"Drama, History",8.1,11357,1943,
tt13299890,The Great Indian Kitchen,movie,"Comedy, Drama",8.1,10172,2021,
tt15242330,The First Slam Dunk,movie,"Animation, Comedy, Drama",8.1,10022,2022,
tt0848228,The Avengers,movie,"Action, Sci-Fi",8,1483500,2012,
tt2015381,Guardians of the Galaxy,movie,"Action, Adventure, Comedy",8,1295562,2014,
tt1431045,Deadpool,movie,"Action, Comedy",8,1177161,2016,
tt3659388,The Martian,movie,"Adventure, Drama, Sci-Fi",8,948273,2015,
tt1160419,Dune: Part One,movie,"Action, Adventure, Drama",8,913697,2021,
tt1663202,The Revenant,movie,"Action, Adventure, Drama",8,892881,2015,
tt1010048,Slumdog Millionaire,movie,"Crime, Drama, Romance",8,886490,2008,
tt0246578,Donnie Darko,movie,"Drama, Mystery, Sci-Fi",8,866747,2001,
tt0947798,Black Swan,movie,"Drama, Thriller",8,842421,2010,
tt2084970,The Imitation Game,movie,"Biography, Drama, Thriller",8,839593,2014,
tt0317705,The Incredibles,movie,"Action, Adventure, Animation",8,832489,2004,
tt0378194,Kill Bill: Vol. 2,movie,"Action, Crime, Thriller",8,822954,2004,
tt0401792,Sin City,movie,"Crime, Thriller",8,800685,2005,
tt1504320,The King's Speech,movie,"Biography, Drama, History",8,714980,2010,
tt0381061,Casino Royale,movie,"Action, Adventure, Thriller",8,706702,2006,
tt0107048,Groundhog Day,movie,"Comedy, Drama, Fantasy",8,699695,1993,
tt3783958,La La Land,movie,"Comedy, Drama, Music",8,696521,2016,
tt1856101,Blade Runner 2049,movie,"Action, Drama, Mystery",8,690252,2017,
tt1798709,Her,movie,"Drama, Romance, Sci-Fi",8,686938,2013,
tt0440963,The Bourne Ultimatum,movie,"Action, Mystery, Thriller",8,665406,2007,
tt0114746,12 Monkeys,movie,"Mystery, Sci-Fi, Thriller",8,656048,1995,
tt0450259,Blood Diamond,movie,"Adventure, Drama, Thriller",8,597193,2006,
tt0454921,The Pursuit of Happyness,movie,"Biography, Drama",8,576292,2006,
tt2948356,Zootopia,movie,"Action, Adventure, Animation",8,563867,2016,
tt0095953,Rain Man,movie,Drama,8,555600,1988,
tt0101414,Beauty and the Beast,movie,"Animation, Family, Fantasy",8,486369,1991,
tt0103639,Aladdin,movie,"Adventure, Animation, Comedy",8,478970,1992,
tt0319061,Big Fish,movie,"Adventure, Drama, Fantasy",8,464498,2003,
tt0093779,The Princess Bride,movie,"Adventure, Comedy, Family",8,458727,1987,
tt0079470,Monty Python's Life of Brian,movie,Comedy,8,425514,1979,
tt2948372,Soul,movie,"Adventure, Animation, Comedy",8,394866,2020,
tt0105323,Scent of a Woman,movie,Drama,8,339070,1992,
tt0175880,Magnolia,movie,Drama,8,333494,1999,
tt0099348,Dances with Wolves,movie,"Adventure, Drama, Western",8,296606,1990,
tt0061722,The Graduate,movie,"Comedy, Drama, Romance",8,292853,1967,
tt0075686,Annie Hall,movie,"Comedy, Romance",8,281310,1977,
tt0072890,Dog Day Afternoon,movie,"Biography, Crime, Drama",8,277878,1975,
tt0245712,Amores Perros,movie,"Drama, Thriller",8,256743,2000,
tt3741834,Lion,movie,"Biography, Drama",8,255433,2016,
tt0063522,Rosemary's Baby,movie,"Drama, Horror",8,243574,1968,
tt0083987,Gandhi,movie,"Biography, Drama, History",8,241950,1982,
tt1220719,Ip Man,movie,"Action, Biography, Drama",8,236098,2008,
tt0064115,Butch Cassidy and the Sundance Kid,movie,"Biography, Crime, Drama",8,229444,1969,
tt0094625,Akira,movie,"Action, Animation, Drama",8,210744,1988,
tt0063442,Planet of the Apes,movie,"Adventure, Sci-Fi",8,201722,1968,
tt0352248,Cinderella Man,movie,"Biography, Drama, Romance",8,201313,2005,
tt4857264,The Invisible Guest,movie,"Crime, Drama, Mystery",8,197557,2016,
tt0061512,Cool Hand Luke,movie,"Crime, Drama",8,191788,1967,
tt0092067,Castle in the Sky,movie,"Adventure, Animation, Family",8,187075,1986,
tt0087544,Nausicaä of the Valley of the Wind,movie,"Adventure, Animation, Sci-Fi",8,186958,1984,
tt0102138,JFK,movie,"Drama, History, Thriller",8,173390,1991,
tt0072431,Young Frankenstein,movie,Comedy,8,172769,1974,
tt10366460,CODA,movie,"Comedy, Drama, Music",8,171647,2021,
tt0276919,Dogville,movie,"Crime, Drama",8,161414,2003,
tt0046250,Roman Holiday,movie,"Comedy, Drama, Romance",8,150115,1953,
tt0310793,Bowling for Columbine,movie,"Crime, Documentary, Drama",8,149825,2002,
tt0079944,Stalker,movie,"Drama, Sci-Fi",8,147999,1979,
tt2631186,Baahubali: The Beginning,movie,"Action, Drama",8,141069,2015,
tt0070511,Papillon,movie,"Biography, Crime, Drama",8,140426,1973,
tt0060827,Persona,movie,"Drama, Thriller",8,133575,1966,
tt0338564,Infernal Affairs,movie,"Action, Crime, Drama",8,133303,2002,
tt0053198,The 400 Blows,movie,"Crime, Drama",8,129871,1959,
tt0056801,8½,movie,Drama,8,127231,1963,
tt0861739,Elite Squad,movie,"Action, Crime, Drama",8,112610,2007,
tt0052311,Touch of Evil,movie,"Crime, Drama, Film-Noir",8,111335,1958,
tt0401383,The Diving Bell and the Butterfly,movie,"Biography, Drama",8,111063,2007,
tt0156887,Perfect Blue,movie,"Animation, Crime, Drama",8,102023,1997,
tt0808417,Persepolis,movie,"Animation, Biography, Drama",8,101506,2007,
tt0048424,The Night of the Hunter,movie,"Crime, Drama, Film-Noir",8,100711,1955,
tt0117666,Sling Blade,movie,Drama,8,100270,1996,
tt0109424,Chungking Express,movie,"Comedy, Crime, Drama",8,99870,1994,
tt0166896,The Straight Story,movie,"Biography, Drama",8,99691,1999,
tt0154420,The Celebration,movie,Drama,8,95571,1998,
tt1555149,Elite Squad 2: The Enemy Within,movie,"Action, Crime, Drama",8,88074,2010,
tt0374546,"Spring, Summer, Fall, Winter... and Spring",movie,"Drama, Romance",8,87849,2003,
tt0084503,Pink Floyd: The Wall,movie,"Drama, Fantasy, Music",8,86697,1982,
tt0369702,The Sea Inside,movie,"Biography, Drama",8,86149,2004,
tt0061184,Who's Afraid of Virginia Woolf?,movie,Drama,8,81350,1966,
tt0053779,La Dolce Vita,movie,"Comedy, Drama",8,79741,1960,
tt0112870,Dilwale Dulhania Le Jayenge,movie,"Drama, Romance",8,78746,1995,
tt0386032,Sicko,movie,"Documentary, Drama",8,77163,2007,
tt0052561,Anatomy of a Murder,movie,"Drama, Mystery",8,73375,1959,
tt0010323,The Cabinet of Dr. Caligari,movie,"Horror, Mystery, Thriller",8,71982,1920,
tt0120731,The Legend of 1900,movie,"Drama, Music, Romance",8,70261,1998,
tt4169250,M.S. Dhoni: The Untold Story,movie,"Biography, Drama, Sport",8,70185,2016,
tt0053221,Rio Bravo,movie,Western,8,69602,1959,
tt0384116,G.O.R.A.,movie,"Adventure, Comedy, Sci-Fi",8,68231,2004,
tt0047528,La Strada,movie,Drama,8,67464,1954,
tt1865505,Song of the Sea,movie,"Adventure, Animation, Drama",8,64356,2014,
tt0056687,What Ever Happened to Baby Jane?,movie,"Drama, Horror, Thriller",8,63682,1962,
tt3612616,Mommy,movie,Drama,8,63048,2014,
tt0114787,Underground,movie,"Comedy, Drama, Fantasy",8,62013,1995,
tt1185616,Waltz with Bashir,movie,"Animation, Biography, Documentary",8,61111,2008,
tt0062229,Le Samouraï,movie,"Crime, Drama, Thriller",8,60440,1967,
tt2377938,Special 26,movie,"Crime, Drama, Thriller",8,60049,2013,
tt3390572,Haider,movie,"Action, Crime, Drama",8,58664,2014,
tt4044364,Citizenfour,movie,"Biography, Documentary",8,58574,2014,
tt0060107,Andrei Rublev,movie,"Biography, Drama, History",8,57994,1966,
tt0050613,Throne of Blood,movie,Drama,8,57076,1957,
tt0118843,"Black Cat, White Cat",movie,"Comedy, Crime, Romance",8,57042,1998,
tt2758880,Winter Sleep,movie,Drama,8,56533,2014,
tt2576852,The Tale of The Princess Kaguya,movie,"Animation, Drama, Family",8,56262,2013,
tt0109117,Andaz Apna Apna,movie,"Action, Comedy, Romance",8,55971,1994,
tt1069238,Departures,movie,Drama,8,55696,2008,
tt0067328,The Last Picture Show,movie,"Drama, Romance",8,53641,1971,
tt0456144,Lage Raho Munna Bhai,movie,"Comedy, Drama, Romance",8,51189,2006,
tt5571734,Pink,movie,"Crime, Drama, Thriller",8,49210,2016,
tt0067093,Fiddler on the Roof,movie,"Drama, Family, Musical",8,48755,1971,
tt0117589,Secrets & Lies,movie,"Comedy, Drama",8,48322,1996,
tt2375559,1: Nenokkadine,movie,"Action, Thriller",8,46862,2014,
tt0037558,Brief Encounter,movie,"Drama, Romance",8,45400,1945,
tt0140888,Central Station,movie,Drama,8,43791,1998,
tt0056443,Sanjuro,movie,"Action, Drama, Thriller",8,41958,1962,
tt0039689,Out of the Past,movie,"Crime, Drama, Film-Noir",8,41843,1947,
tt4257858,Going Clear: Scientology & the Prison of Belief,movie,Documentary,8,41465,2015,
tt0386064,Tae Guk Gi: The Brotherhood of War,movie,"Action, Drama, War",8,41431,2004,
tt0056111,Ivan's Childhood,movie,"Drama, War",8,40850,1962,
tt0041546,Kind Hearts and Coronets,movie,"Comedy, Crime",8,40260,1949,
tt5198068,Wolfwalkers,movie,"Action, Adventure, Animation",8,40169,2020,
tt0083946,Fitzcarraldo,movie,"Adventure, Drama",8,39684,1982,
tt0270053,Vizontele,movie,"Comedy, Drama, History",8,39554,2001,
tt8633462,"Quo Vadis, Aida?",movie,"Drama, History, War",8,39499,2020,
tt0033045,The Shop Around the Corner,movie,"Comedy, Drama, Romance",8,39450,1940,
tt0379557,Touching the Void,movie,"Adventure, Documentary, Drama",8,38612,2003,
tt0923752,The King of Kong: A Fistful of Quarters,movie,"Biography, Documentary, Sport",8,37856,2007,
tt0092593,Au Revoir les Enfants,movie,"Drama, War",8,36816,1987,
tt0051036,Sweet Smell of Success,movie,"Drama, Film-Noir",8,36728,1957,
tt0056732,The Exterminating Angel,movie,"Drama, Fantasy",8,36234,1962,
tt1171701,The Breath,movie,"Action, Drama, Thriller",8,35795,2009,
tt0408664,Nobody Knows,movie,Drama,8,32519,2004,
tt0053976,The Virgin Spring,movie,Drama,8,32226,1960,
tt3461252,The Blue Elephant,movie,"Crime, Drama, Horror",8,30272,2014,
tt0072417,A Woman Under the Influence,movie,"Drama, Romance",8,30160,1974,
tt0038890,"Rome, Open City",movie,"Drama, Thriller, War",8,29913,1945,
tt24485052,Sirf Ek Bandaa Kaafi Hai,movie,"Crime, Drama, Thriller",8,29870,2023,
tt6628102,The Wild Pear Tree,movie,Drama,8,28696,2018,
tt1935156,Jodorowsky's Dune,movie,Documentary,8,28176,2013,
tt0057358,Winter Light,movie,Drama,8,27667,1963,
tt7236034,I Want to Eat Your Pancreas,movie,"Animation, Drama, Family",8,26972,2018,
tt0038733,A Matter of Life and Death,movie,"Drama, Fantasy, Romance",8,25762,1946,
tt0036244,The Ox-Bow Incident,movie,"Drama, Western",8,25453,1942,
tt0058083,Fail Safe,movie,"Drama, Thriller",8,25243,1964,
tt0070460,Day for Night,movie,"Comedy, Drama, Romance",8,25214,1973,
tt0071141,Ali: Fear Eats the Soul,movie,"Drama, Romance",8,24510,1974,
tt0091480,Manon of the Spring,movie,Drama,8,24394,1986,
tt11581174,Karnan,movie,"Action, Drama",8,24120,2021,
tt28814949,Taylor Swift: The Eras Tour,movie,"Documentary, Music, Musical",8,23199,2023,
tt2070649,Silenced,movie,"Crime, Drama, Thriller",8,23167,2011,
tt0095468,A Short Film About Killing,movie,"Crime, Drama",8,22945,1988,
tt0044837,Limelight,movie,"Drama, Music, Romance",8,22643,1952,
tt0488414,Omkara,movie,"Action, Crime, Drama",8,22604,2006,
tt0109508,Crumb,movie,"Biography, Comedy, Documentary",8,21971,1994,
tt0379225,The Corporation,movie,"Documentary, History",8,21924,2003,
tt10869778,Maidaan,movie,"Biography, Drama, History",8,21501,2024,
tt0424227,Turtles Can Fly,movie,"Drama, War",8,21249,2004,
tt3449292,Manjhi: The Mountain Man,movie,"Biography, Drama",8,20300,2015,
tt1499666,Castaway on the Moon,movie,"Comedy, Drama, Romance",8,20064,2009,
tt8991268,Honeyland,movie,"Documentary, Drama",8,19702,2019,
tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,movie,"Biography, Crime, Documentary",8,18182,2014,
tt3560686,The Fool,movie,"Crime, Drama, Thriller",8,16977,2014,
tt0036112,The Life and Death of Colonel Blimp,movie,"Drama, Romance, War",8,16944,1943,
tt0249241,Werckmeister Harmonies,movie,"Drama, Mystery",8,16518,2000,
tt0296574,Company,movie,"Action, Crime, Drama",8,16433,2002,
tt1128075,Love Exposure,movie,"Action, Comedy, Drama",8,16425,2008,
tt1261047,Gulaal,movie,"Crime, Drama, Thriller",8,16165,2009,
tt22488728,Love Today,movie,"Comedy, Drama, Romance",8,15985,2022,
tt0816258,Pokiri,movie,"Action, Crime, Thriller",8,15966,2006,
tt0015064,The Last Laugh,movie,"Drama, Horror",8,15570,1924,
tt0063611,Shame,movie,Drama,8,15371,1968,
tt2458948,Evangelion: 3.0+1.01 Thrice Upon a Time,movie,"Action, Animation, Drama",8,15204,2021,
tt0220832,Vaastav: The Reality,movie,"Action, Crime, Drama",8,15125,1999,
tt0084934,Yol,movie,Drama,8,14787,1982,
tt0079579,Moscow Does Not Believe in Tears,movie,"Comedy, Drama, Romance",8,14646,1980,
tt0012364,The Phantom Carriage,movie,"Drama, Fantasy, Horror",8,14542,1921,
tt0054460,The Bad Sleep Well,movie,"Crime, Drama, Thriller",8,14440,1960,
tt10919240,Malik,movie,"Action, Biography, Crime",8,14308,2021,
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",movie,"Documentary, History, Music",8,14260,2021,
tt32765621,Sipahi,movie,Drama,8,13842,2024,
tt0065889,Investigation of a Citizen Above Suspicion,movie,"Crime, Drama",8,13831,1970,
tt0018742,The Cameraman,movie,"Comedy, Drama, Family",8,13498,1928,
tt5082014,Charlie,movie,"Adventure, Drama, Romance",8,13480,2015,
tt0043686,Forbidden Games,movie,"Drama, War",8,13347,1952,
tt1282139,Cars of the Revolution,movie,"Drama, History",8,12847,2008,
tt0478209,Metal: A Headbanger's Journey,movie,"Documentary, Music",8,12593,2005,
tt0379370,Maqbool,movie,"Crime, Drama, Thriller",8,12390,2003,
tt0278736,Stanley Kubrick: A Life in Pictures,movie,"Biography, Documentary",8,12289,2001,
tt3686998,The Red Pill,movie,Documentary,8,12188,2016,
tt0072860,Deewaar,movie,"Action, Crime, Drama",8,12087,1975,
tt0165546,The Wounds,movie,"Comedy, Crime, Drama",8,11945,1998,
tt2150209,My Grandfather's People,movie,"Comedy, Drama, Family",8,11507,2011,
tt0263208,Abbas in Flower,movie,"Comedy, Drama, Romance",8,11369,1982,
tt0063633,The Cremator,movie,"Comedy, Crime, Drama",8,11356,1969,
tt10515086,The Blue Elephant 2,movie,"Crime, Drama, Horror",8,11347,2019,
tt11322920,Ayyappanum Koshiyum,movie,"Action, Drama, Thriller",8,11155,2020,
tt2028530,Paradise Lost 3: Purgatory,movie,"Crime, Documentary",8,11084,2011,
tt0056444,An Autumn Afternoon,movie,Drama,8,11067,1962,
tt0015881,Greed,movie,"Drama, Thriller, Western",8,11039,1924,
tt0366840,Okkadu,movie,"Action, Drama, Romance",8,11002,2003,
tt27542289,Por Thozhil,movie,"Action, Crime, Thriller",8,10939,2023,
tt7476236,Minding the Gap,movie,"Documentary, Sport",8,10662,2018,
tt24226474,Jigarthanda Double X,movie,"Action, Comedy, Drama",8,10485,2023,
tt0436971,Why We Fight,movie,"Documentary, History, War",8,10298,2005,
tt0499549,Avatar,movie,"Action, Adventure, Fantasy",7.9,1408710,2009,
tt0120338,Titanic,movie,"Drama, Romance",7.9,1312647,1997,
tt0371746,Iron Man,movie,"Action, Adventure, Sci-Fi",7.9,1149372,2008,
tt3501632,Thor: Ragnarok,movie,"Action, Adventure, Comedy",7.9,836140,2017,
tt8946378,Knives Out,movie,"Comedy, Crime, Drama",7.9,795411,2019,
tt2543164,Arrival,movie,"Drama, Mystery, Sci-Fi",7.9,794056,2016,
tt1877832,X-Men: Days of Future Past,movie,"Action, Adventure, Sci-Fi",7.9,760201,2014,
tt1631867,Edge of Tomorrow,movie,"Action, Adventure, Sci-Fi",7.9,756572,2014,
tt0126029,Shrek,movie,"Adventure, Animation, Comedy",7.9,753891,2001,
tt1136608,District 9,movie,"Action, Sci-Fi, Thriller",7.9,726889,2009,
tt0304141,Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",7.9,709930,2004,
tt0454876,Life of Pi,movie,"Adventure, Drama, Fantasy",7.9,676271,2012,
tt0120363,Toy Story 2,movie,"Adventure, Animation, Comedy",7.9,633107,1999,
tt0796366,Star Trek,movie,"Action, Adventure, Sci-Fi",7.9,625192,2009,
tt0365748,Shaun of the Dead,movie,"Comedy, Horror",7.9,608655,2004,
tt1727824,Bohemian Rhapsody,movie,"Biography, Drama, Music",7.9,608535,2018,
tt1659337,The Perks of Being a Wallflower,movie,Drama,7.9,559472,2012,
tt0206634,Children of Men,movie,"Action, Drama, Sci-Fi",7.9,538936,2006,
tt0099487,Edward Scissorhands,movie,"Drama, Fantasy, Romance",7.9,537322,1990,
tt0790636,Dallas Buyers Club,movie,"Biography, Drama",7.9,527035,2013,
tt0327056,Mystic River,movie,"Crime, Drama, Mystery",7.9,495046,2003,
tt0780536,In Bruges,movie,"Comedy, Crime, Drama",7.9,470702,2008,
tt2584384,Jojo Rabbit,movie,"Comedy, Drama, War",7.9,454602,2019,
tt12361974,Zack Snyder's Justice League,movie,"Action, Adventure, Fantasy",7.9,447860,2021,
tt0083866,E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",7.9,446132,1982,
tt6791350,Guardians of the Galaxy Vol. 3,movie,"Action, Adventure, Comedy",7.9,405538,2023,
tt0166924,Mulholland Drive,movie,"Drama, Mystery, Thriller",7.9,392212,2001,
tt0107688,The Nightmare Before Christmas,movie,"Animation, Family, Fantasy",7.9,386940,1993,
tt1065073,Boyhood,movie,Drama,7.9,371547,2014,
tt7653254,Marriage Story,movie,"Drama, Romance",7.9,354244,2019,
tt1125849,The Wrestler,movie,"Drama, Sport",7.9,322972,2008,
tt0181875,Almost Famous,movie,"Adventure, Comedy, Drama",7.9,298892,2000,
tt0118749,Boogie Nights,movie,Drama,7.9,287165,1997,
tt0190332,"Crouching Tiger, Hidden Dragon",movie,"Action, Adventure, Drama",7.9,284868,2000,
tt0432283,Fantastic Mr. Fox,movie,"Adventure, Animation, Comedy",7.9,278499,2009,
tt1655442,The Artist,movie,"Comedy, Drama, Romance",7.9,250454,2011,
tt0108399,True Romance,movie,"Crime, Drama, Romance",7.9,247098,1993,
tt0058461,A Fistful of Dollars,movie,"Action, Drama, Western",7.9,238632,1964,
tt0106519,Carlito's Way,movie,"Crime, Drama, Thriller",7.9,236400,1993,
tt0080455,The Blues Brothers,movie,"Action, Adventure, Comedy",7.9,218401,1980,
tt0299977,Hero,movie,"Action, Adventure, Drama",7.9,189246,2002,
tt2543472,Wonder,movie,"Drama, Family",7.9,184228,2017,
tt2209418,Before Midnight,movie,"Drama, Romance",7.9,175914,2013,
tt14849194,The Holdovers,movie,"Comedy, Drama",7.9,171175,2023,
tt0085334,A Christmas Story,movie,"Comedy, Family",7.9,170035,1983,
tt0033870,The Maltese Falcon,movie,"Crime, Film-Noir, Mystery",7.9,168732,1941,
tt0113568,Ghost in the Shell,movie,"Action, Animation, Crime",7.9,161244,1995,
tt0040746,Rope,movie,"Crime, Drama, Mystery",7.9,157601,1948,
tt0088258,This Is Spinal Tap,movie,"Comedy, Music",7.9,149440,1984,
tt0054331,Spartacus,movie,"Adventure, Biography, Drama",7.9,145712,1960,
tt0044079,Strangers on a Train,movie,"Crime, Drama, Film-Noir",7.9,143531,1951,
tt2265171,The Raid 2,movie,"Action, Crime, Thriller",7.9,133499,2014,
tt0074119,All the President's Men,movie,"Drama, History, Thriller",7.9,128857,1976,
tt0287467,Talk to Her,movie,"Drama, Mystery, Romance",7.9,118770,2002,
tt0168629,Dancer in the Dark,movie,"Crime, Drama, Musical",7.9,118709,2000,
tt1188996,My Name Is Khan,movie,"Adventure, Drama, Romance",7.9,118162,2010,
tt0044081,A Streetcar Named Desire,movie,Drama,7.9,115902,1951,
tt0097216,Do the Right Thing,movie,"Comedy, Drama",7.9,115457,1989,
tt0044706,High Noon,movie,"Drama, Thriller, Western",7.9,112005,1952,
tt0066206,Patton,movie,"Biography, Drama, War",7.9,109631,1970,
tt0038787,Notorious,movie,"Drama, Film-Noir, Romance",7.9,109249,1946,
tt1602620,Amour,movie,Drama,7.9,107068,2012,
tt3544112,Sing Street,movie,"Comedy, Drama, Music",7.9,102918,2016,
tt0049406,The Killing,movie,"Crime, Drama, Film-Noir",7.9,100196,1956,
tt0069293,Solaris,movie,"Drama, Mystery, Sci-Fi",7.9,100126,1972,
tt2370248,Short Term 12,movie,Drama,7.9,92834,2013,
tt0024216,King Kong,movie,"Adventure, Horror",7.9,92560,1933,
tt0038355,The Big Sleep,movie,"Crime, Film-Noir, Mystery",7.9,91991,1946,
tt0065214,The Wild Bunch,movie,"Action, Adventure, Drama",7.9,91755,1969,
tt8075192,Shoplifters,movie,"Crime, Drama, Thriller",7.9,89210,2018,
tt0054997,The Hustler,movie,"Drama, Sport",7.9,87913,1961,
tt0061811,In the Heat of the Night,movie,"Drama, Mystery, Thriller",7.9,85150,1967,
tt0059113,Doctor Zhivago,movie,"Drama, Romance, War",7.9,83320,1965,
tt0067185,Harold and Maude,movie,"Comedy, Drama, Romance",7.9,83024,1971,
tt0056218,The Manchurian Candidate,movie,"Drama, Thriller",7.9,81161,1962,
tt0049833,The Ten Commandments,movie,"Adventure, Drama, Family",7.9,79197,1956,
tt0078841,Being There,movie,"Comedy, Drama",7.9,79186,1979,
tt0093191,Wings of Desire,movie,"Drama, Fantasy, Romance",7.9,79180,1987,
tt0347304,Kal Ho Naa Ho,movie,"Comedy, Drama, Musical",7.9,76927,2003,
tt0036613,Arsenic and Old Lace,movie,"Comedy, Crime, Thriller",7.9,76006,1944,
tt1587707,Exit Through the Gift Shop,movie,"Comedy, Crime, Documentary",7.9,69434,2010,
tt27503384,Perfect Days,movie,Drama,7.9,64695,2023,
tt13664684,Karthikeya 2,movie,"Action, Adventure, Fantasy",7.9,64524,2022,
tt1032846,"4 Months, 3 Weeks and 2 Days",movie,Drama,7.9,63971,2007,
tt0015648,Battleship Potemkin,movie,"Drama, History, Thriller",7.9,62425,1925,
tt3848892,Baby,movie,"Action, Crime, Thriller",7.9,61306,2015,
